,Row.names,weight,percent,V1,V2,V3,V4,V5,V6,V7,V8,V9,,,,,,,,,,,,,,,,,
1,902618,hudson bay carries a lot of furniture and decor to suit everyone,0.5,Topic 4.1.,Topic 3.1.,9.11E-05,0.176410213,0.406030455,0.417377131,9.11E-05,NA,NA,NA,NA,NA,NA,NA,0.533453211,0.464239972,0.001153408,0.001153408,0.6314349,0.366805304,0.000879898,0.000879898,NA,NA,NA,NA
,902620,wide variety of quality products,0.525781325,Topic 5.2.,NA,0.000180458,0.000180458,0.000180458,0.000180458,0.99927817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001088941,0.996733178,0.001088941,0.001088941
,902627,Selling a wide variety of home decor,0.5,Topic 4.3.,Topic 5.2.,7.32E-05,7.32E-05,7.32E-05,0.739504135,0.260276191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001014718,0.001014718,0.996955847,0.001014718,0.000941008,0.770759711,0.000941008,0.227358273
,902634,No idea,0.5,Topic 1.,NA,0.997025747,0.000743563,0.000743563,0.000743563,0.000743563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902642,Buy new home decor for the home.,6,Topic 4.2.,NA,9.01E-05,0.118388306,9.01E-05,0.881341502,9.01E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009554181,0.971337458,0.009554181,0.009554181,NA,NA,NA,NA
,902647,That the store carries home dec needs for your house or apartment,0.5,Topic 4.4.,NA,0.000127931,0.000127931,0.194687088,0.80492912,0.000127931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.311322039,0.21321104,0.000649705,0.474817216,NA,NA,NA,NA
,902649,you can get most of your household items at the bay,2.923577738,Topic 4.,NA,9.64E-05,0.165871037,0.317017457,0.516918643,9.64E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902651,"Great ideas for your home--furniture, decor, etc. Classy, price-matching",1.348851664,Topic 4.2.,NA,8.22E-05,0.053436434,8.22E-05,0.840646846,0.105752314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00157937,0.677780665,0.319060595,0.00157937,NA,NA,NA,NA
,902656,Buy. Lots of choices.,0.5,Topic 2.,Topic 5.,0.000198576,0.512068595,0.000198576,0.000198576,0.487335677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902659,They sell living room decor,0.608709393,Topic 4.3.,NA,0.000190909,0.000190909,0.000190909,0.999236364,0.000190909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001411107,0.001411107,0.995766679,0.001411107,NA,NA,NA,NA
,902661,decoration?,0.5,Topic 4.,NA,0.000227075,0.000227075,0.000227075,0.999091701,0.000227075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902665,Unsure,0.5,Topic 1.,NA,0.997025747,0.000743563,0.000743563,0.000743563,0.000743563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902669,Decor for everyone,2.308614634,Topic 4.2.,NA,0.000209072,0.000209072,0.000209072,0.999163713,0.000209072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004870151,0.985389547,0.004870151,0.004870151,NA,NA,NA,NA
,902673,One stop shipping.,0.647793135,Topic 1.3.,NA,0.984484501,0.003878875,0.003878875,0.003878875,0.003878875,0.01208194,0.01208194,0.96375418,0.01208194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,902675,I recognize the colors that represent the bay,0.5,Topic 3.2.,Topic 1.1.,0.252538143,0.000225779,0.746784522,0.000225779,0.000225779,0.617992244,0.00467184,0.00467184,0.372664077,NA,NA,NA,0.009207635,0.972377094,0.009207635,0.009207635,NA,NA,NA,NA,NA,NA,NA,NA
,902680,down't know,1.638069118,Topic 1.,NA,0.997025747,0.000743563,0.000743563,0.000743563,0.000743563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902685,They have a lot of home decor products,6,Topic 4.,NA,7.59E-05,0.103569929,7.59E-05,0.74067519,0.155603092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902687,many different products available at the same retailer,6,Topic 5.1.,Topic 2.2.,0.000156225,0.239806635,0.000156225,0.000156225,0.759724689,NA,NA,NA,NA,0.006622656,0.986754689,0.006622656,NA,NA,NA,NA,NA,NA,NA,NA,0.987735655,0.004088115,0.004088115,0.004088115
,902688,Great products,1.918938461,Topic 5.,NA,0.000308554,0.000308554,0.000308554,0.000308554,0.998765785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902690,Shop at Hudsons Bay,0.5,Topic 3.4.,NA,0.000246919,0.000246919,0.999012323,0.000246919,0.000246919,NA,NA,NA,NA,NA,NA,NA,0.001807733,0.001807733,0.001807733,0.9945768,NA,NA,NA,NA,NA,NA,NA,NA
,902694,not sure,0.5,Topic 1.,NA,0.997025747,0.000743563,0.000743563,0.000743563,0.000743563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902706,The Bay has home decor and shipping,3.785571182,Topic 4.2.,Topic 3.4.,7.52E-05,7.52E-05,0.26345144,0.73632304,7.52E-05,NA,NA,NA,NA,NA,NA,NA,0.012127954,0.012127954,0.012127954,0.963616138,0.007702215,0.976893354,0.007702215,0.007702215,NA,NA,NA,NA
,902711,lots of variety at the Bay,2.789686718,Topic 3.,Topic 5.,0.000140669,0.191928941,0.462448755,0.000140669,0.345340966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902714,we're still open!,0.702513064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902715,That they carry everything you need to decorate and furnish your home.,0.525781325,Topic 3.3.,Topic 4.4.,7.81E-05,7.81E-05,0.217267467,0.782498103,7.81E-05,NA,NA,NA,NA,NA,NA,NA,0.000794113,0.312301472,0.686110302,0.000794113,0.42161607,0.000879898,0.000879898,0.576624133,NA,NA,NA,NA
,902717,They have everything you need,0.5,Topic 3.3.,NA,0.000433738,0.000433738,0.998265049,0.000433738,0.000433738,NA,NA,NA,NA,NA,NA,NA,0.001153408,0.001153408,0.996539775,0.001153408,NA,NA,NA,NA,NA,NA,NA,NA
,902720,Great value for money great customer service great brand,3.360240838,Topic 5.1.,NA,0.000716621,0.000716621,0.000716621,0.000716621,0.997133515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.970073202,0.009975599,0.009975599,0.009975599
,902722,wide variety of products,3.906284712,Topic 5.2.,NA,0.000185536,0.000185536,0.000185536,0.000185536,0.999257855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001216428,0.996350716,0.001216428,0.001216428
1,902723,The bay has everything for everybody,1.239118525,Topic 3.1.,NA,0.000203689,0.000203689,0.999185245,0.000203689,0.000203689,NA,NA,NA,NA,NA,NA,NA,0.977737689,0.00742077,0.00742077,0.00742077,NA,NA,NA,NA,NA,NA,NA,NA
,902736,we have home decor,1.348851664,Topic 4.,NA,0.000102424,0.000102424,0.000102424,0.999590304,0.000102424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902753,We find everything.,1.512521444,Topic 3.3.,NA,0.000547883,0.000547883,0.99780847,0.000547883,0.000547883,NA,NA,NA,NA,NA,NA,NA,0.002701831,0.002701831,0.991894506,0.002701831,NA,NA,NA,NA,NA,NA,NA,NA
,902764,design shopping for your home,0.5,Topic 4.4.,Topic 3.4.,0.000146396,0.000146396,0.212147529,0.787413283,0.000146396,NA,NA,NA,NA,NA,NA,NA,0.001057698,0.498942302,0.001057698,0.498942302,0.001518994,0.381088341,0.001518994,0.615873671,NA,NA,NA,NA
,902766,Hudson Bay has a great selection of decor for the home.,0.791435298,Topic 4.,NA,5.99E-05,5.99E-05,0.19697265,0.584724932,0.218182587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902767,"All you need can be ought here and then you will be happy, fulfilled and popular.",0.5,Topic 3.3.,NA,0.00085623,0.00085623,0.996575081,0.00085623,0.00085623,NA,NA,NA,NA,NA,NA,NA,0.001087786,0.001087786,0.996736641,0.001087786,NA,NA,NA,NA,NA,NA,NA,NA
,902768,Not much,2.923577738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902777,Promoting online shopping with price matching,3.384694633,Topic 3.4.,Topic 2.3.,0.000625907,0.36681244,0.63130984,0.000625907,0.000625907,NA,NA,NA,NA,0.002976254,0.443452357,0.553571389,0.001189281,0.001189281,0.001189281,0.996432157,NA,NA,NA,NA,NA,NA,NA,NA
,902779,This business offers everything you need for your home,0.5,Topic 3.3.,Topic 4.4.,0.000117657,0.000117657,0.349923773,0.649723257,0.000117657,NA,NA,NA,NA,NA,NA,NA,0.000762446,0.339725497,0.658749612,0.000762446,0.403744134,0.000842582,0.000842582,0.594570702,NA,NA,NA,NA
,902782,they have a lot of different things for all types of home decor,0.5,Topic 4.,NA,6.54E-05,0.201601515,6.54E-05,0.637868966,0.160398798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902783,the bay is for there for everyones needs,1.322469047,Topic 3.3.,NA,0.000211305,0.000211305,0.999154778,0.000211305,0.000211305,NA,NA,NA,NA,NA,NA,NA,0.132053699,0.001002253,0.865941796,0.001002253,NA,NA,NA,NA,NA,NA,NA,NA
1,902788,"message is that HBC sells many products realted to the home including furniture, plants, art work/pictures, vases, throws, etc. Message seems to apply that by buyin gthese products, you will be happy in your home",1.348851664,Topic 4.3.,Topic 2.3.,0.030854295,0.29378165,8.34E-05,0.479677461,0.195603178,NA,NA,NA,NA,0.002439076,0.002439076,0.995121847,NA,NA,NA,NA,0.000792187,0.000792187,0.997623438,0.000792187,NA,NA,NA,NA
1,902789,Bay colors are prominent in the commercial,1.249890918,Topic 1.2.,Topic 3.4.,0.216847364,0.000238005,0.782438621,0.000238005,0.000238005,0.006190558,0.981428326,0.006190558,0.006190558,NA,NA,NA,0.012127954,0.012127954,0.012127954,0.963616138,NA,NA,NA,NA,NA,NA,NA,NA
,902790,It has great shopping.,1.01613837,Topic 5.1.,NA,0.000533114,0.000533114,0.172962125,0.000533114,0.825438532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.982601439,0.00579952,0.00579952,0.00579952
,902795,has good things for your home,1.445910336,Topic 4.,NA,0.000120893,0.207947818,0.000120893,0.648038959,0.143771437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902796,Not sure,4.400731837,Topic 1.,NA,0.997025747,0.000743563,0.000743563,0.000743563,0.000743563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,902799,Bay Colors are prominent in commercial,1.249890918,Topic 1.2.,Topic 3.4.,0.216847364,0.000238005,0.782438621,0.000238005,0.000238005,0.006190558,0.981428326,0.006190558,0.006190558,NA,NA,NA,0.012127954,0.012127954,0.012127954,0.963616138,NA,NA,NA,NA,NA,NA,NA,NA
1,902803,"I'm not sure. I found the duplicates and triplicates, etc., confusing. I'm not sure what the point was.",1.348851664,Topic 1.3.,NA,0.997923514,0.000519122,0.000519122,0.000519122,0.000519122,0.01208194,0.01208194,0.96375418,0.01208194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902805,DK,0.5,Topic 1.,NA,0.997025747,0.000743563,0.000743563,0.000743563,0.000743563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902808,"Variety of products available, modern, contemporary",1.348851664,Topic 5.1.,NA,0.000204743,0.000204743,0.000204743,0.000204743,0.999181028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.984731986,0.005089338,0.005089338,0.005089338
,902814,one stop shopping,0.5,Topic 3.4.,NA,0.00145438,0.00145438,0.99418248,0.00145438,0.00145438,NA,NA,NA,NA,NA,NA,NA,0.002106483,0.002106483,0.002106483,0.99368055,NA,NA,NA,NA,NA,NA,NA,NA
,902818,it was a great store to shop at with a wide variety of well priced products,2.030366556,Topic 5.2.,NA,0.000123923,0.000123923,0.000123923,0.000123923,0.999504308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222307471,0.628464502,0.000767282,0.148460744
,902820,not sure,3.906284712,Topic 1.,NA,0.997025747,0.000743563,0.000743563,0.000743563,0.000743563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902823,not relevant to me,4.400731837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902829,You can purchase all the things for the home.,0.5,Topic 4.,Topic 2.,0.000120525,0.353567895,0.000120525,0.646070531,0.000120525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902830,home needs,6,Topic 4.4.,NA,0.000155611,0.000155611,0.16537298,0.834160187,0.000155611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001518994,0.001518994,0.001518994,0.995443018,NA,NA,NA,NA
,902833,The bay carries what I need.,2.859553004,Topic 3.3.,NA,0.000196602,0.000196602,0.999213592,0.000196602,0.000196602,NA,NA,NA,NA,NA,NA,NA,0.000794113,0.312301472,0.686110302,0.000794113,NA,NA,NA,NA,NA,NA,NA,NA
,902837,The Bay has good sense.,3.17886354,Topic 3.,NA,0.00022323,0.00022323,0.733866749,0.00022323,0.26546356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902839,That they offer everything for the home and it's affordable and easy to buy online with good services,0.5,Topic 4.1.,NA,9.46E-05,0.182205286,0.155605826,0.519900623,0.142193679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.996405017,0.001198328,0.001198328,0.001198328,NA,NA,NA,NA
1,902842,They have selection,1.918938461,Topic 5.,NA,0.000406963,0.000406963,0.000406963,0.000406963,0.998372148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902843,the main message was that the bay can make your house feel like home and nice and cozy,0.5,Topic 4.4.,Topic 3.4.,0.037392713,0.000105147,0.372898975,0.589498018,0.000105147,NA,NA,NA,NA,NA,NA,NA,0.002701831,0.002701831,0.002701831,0.991894506,0.001715764,0.001715764,0.001715764,0.994852708,NA,NA,NA,NA
1,902847,none,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902851,full range of goods for sale,0.515497402,Topic 5.2.,NA,0.000266913,0.000266913,0.000266913,0.000266913,0.998932348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01312621,0.96062137,0.01312621,0.01312621
1,902876,"Come shop at our store, we have what you want and need.",0.5,Topic 3.3.,Topic 1.3.,0.234623749,0.000402819,0.764167795,0.000402819,0.000402819,0.424779233,0.00532503,0.564570708,0.00532503,NA,NA,NA,0.000680978,0.000680978,0.658830782,0.339807263,NA,NA,NA,NA,NA,NA,NA,NA
,902881,modern and practical,1.638069118,Topic 1.3.,NA,0.985870089,0.003532478,0.003532478,0.003532478,0.003532478,0.01208194,0.01208194,0.96375418,0.01208194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902884,Variety of merchandise ca be bought,3.17886354,Topic 5.3.,Topic 2.2.,0.000261617,0.317726686,0.000261617,0.000261617,0.681488463,NA,NA,NA,NA,0.046512486,0.906975028,0.046512486,NA,NA,NA,NA,NA,NA,NA,NA,0.009975599,0.009975599,0.970073202,0.009975599
,902894,That we can find everything for the house in one place,0.5,Topic 4.2.,Topic 3.3.,0.000136778,0.000136778,0.216085468,0.783504197,0.000136778,NA,NA,NA,NA,NA,NA,NA,0.002367301,0.002367301,0.992898098,0.002367301,0.002073981,0.993778058,0.002073981,0.002073981,NA,NA,NA,NA
1,902896,place where you can find everything for the house. May suit tight budgets. Aimed at young adults The price versus quality ratio is interesting,1.512521444,Topic 4.2.,Topic 3.1.,0.000124312,0.000124312,0.252831895,0.746795168,0.000124312,NA,NA,NA,NA,NA,NA,NA,0.517403474,0.001268164,0.480060197,0.001268164,0.001163247,0.99651026,0.001163247,0.001163247,NA,NA,NA,NA
,902898,just showing us the variety of products,3.785571182,Topic 5.3.,NA,0.000211305,0.000211305,0.000211305,0.000211305,0.999154778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01312621,0.01312621,0.96062137,0.01312621
,902899,The coffee mug coloring gave it away. They have a wide range of items for sale for your home.,0.57169237,Topic 5.2.,Topic 4.3.,0.083751083,0.14980255,8.71E-05,0.46682776,0.299531517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00157937,0.00157937,0.99526189,0.00157937,0.001088941,0.996733178,0.001088941,0.001088941
,902900,Items used in the home for decoration.,1.802243384,Topic 4.3.,NA,8.63E-05,0.15721542,8.63E-05,0.842525592,8.63E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018404983,0.018404983,0.94478505,0.018404983,NA,NA,NA,NA
,902901,The strategically placed HBC blankets were a giveaway.,3.906284712,Topic 1.4.,NA,0.990799764,0.002300059,0.002300059,0.002300059,0.002300059,0.00467184,0.00467184,0.00467184,0.985984481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902902,Right away it showed the HB mug and blanket.,1.802243384,Topic 1.4.,NA,0.992535839,0.00186604,0.00186604,0.00186604,0.00186604,0.002895792,0.002895792,0.002895792,0.991312625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902908,Buy our products.,1.802243384,Topic 5.,Topic 2.,0.000306166,0.371829579,0.000306166,0.000306166,0.627251925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902910,kind of cool,5.344325927,Topic 2.2.,NA,0.012369805,0.950520781,0.012369805,0.012369805,0.012369805,NA,NA,NA,NA,0.046512486,0.906975028,0.046512486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902914,DECORATION AND DESIGN,0.5,Topic 4.4.,NA,0.00019277,0.00019277,0.145936668,0.853485023,0.00019277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002459027,0.002459027,0.002459027,0.992622919,NA,NA,NA,NA
,902916,The Bay provides everything that you may need for your home.,3.906284712,Topic 3.3.,Topic 4.4.,9.05E-05,9.05E-05,0.514638712,0.485089859,9.05E-05,NA,NA,NA,NA,NA,NA,NA,0.001087786,0.001087786,0.996736641,0.001087786,0.001463064,0.001463064,0.001463064,0.995610807,NA,NA,NA,NA
1,902922,Funiture and decor for every style,0.5,Topic 2.3.,Topic 4.4.,0.000172584,0.235478524,0.000172584,0.764003723,0.000172584,NA,NA,NA,NA,0.388392847,0.002976254,0.6086309,NA,NA,NA,NA,0.447194612,0.001362713,0.001362713,0.550079962,NA,NA,NA,NA
,902923,Not sure,0.5,Topic 1.,NA,0.997025747,0.000743563,0.000743563,0.000743563,0.000743563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,902925,the bay has a wide variety of items for sale,0.5,Topic 5.2.,Topic 3.1.,0.000118361,0.203590814,0.392967683,0.000118361,0.403204781,NA,NA,NA,NA,0.017094365,0.965811271,0.017094365,0.988701152,0.003766283,0.003766283,0.003766283,NA,NA,NA,NA,0.00111824,0.996645281,0.00111824,0.00111824
1,902932,Jump around your house with slim and sexy roommates who want to buy new stuff for your living area.,0.5,Topic 4.2.,Topic 2.2.,0.000113929,0.379749516,0.000113929,0.619908697,0.000113929,NA,NA,NA,NA,0.007547328,0.984905344,0.007547328,NA,NA,NA,NA,0.002621243,0.99213627,0.002621243,0.002621243,NA,NA,NA,NA
1,902937,none,0.787756061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902938,get home decor there,0.5,Topic 4.,NA,0.000102424,0.000102424,0.000102424,0.999590304,0.000102424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902939,offer a large selection of home decor,2.030366556,Topic 5.2.,Topic 4.3.,7.23E-05,7.23E-05,7.23E-05,0.720925973,0.278857163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.474109497,0.00098945,0.523911603,0.00098945,0.000900242,0.737369093,0.260830424,0.000900242
,902940,great funky home decor products,0.791435298,Topic 4.,NA,7.69E-05,7.69E-05,7.69E-05,0.750753801,0.249015417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902947,The Bay policies/ versatility of styles and designs.,6,Topic 3.2.,NA,0.000245387,0.000245387,0.99901845,0.000245387,0.000245387,NA,NA,NA,NA,NA,NA,NA,0.002106483,0.99368055,0.002106483,0.002106483,NA,NA,NA,NA,NA,NA,NA,NA
1,902948,Bay has quality products for the home,2.923577738,Topic 3.1.,Topic 4.2.,9.22E-05,9.22E-05,0.308280005,0.494310284,0.197225385,NA,NA,NA,NA,NA,NA,NA,0.963616138,0.012127954,0.012127954,0.012127954,0.012578669,0.962263993,0.012578669,0.012578669,NA,NA,NA,NA
,902949,The Bay offers many home furnishing products.,2.859553004,Topic 4.1.,Topic 3.2.,5.82E-05,0.085562672,0.209856216,0.574892467,0.129630491,NA,NA,NA,NA,NA,NA,NA,0.002523528,0.992429417,0.002523528,0.002523528,0.993778058,0.002073981,0.002073981,0.002073981,NA,NA,NA,NA
1,902952,The Bay sells a lot of stuff in the way of home decor and fashion.,3.906284712,Topic 4.3.,Topic 3.1.,5.96E-05,0.183768681,0.201888303,0.614223907,5.96E-05,NA,NA,NA,NA,NA,NA,NA,0.988701152,0.003766283,0.003766283,0.003766283,0.001971099,0.001971099,0.994086702,0.001971099,NA,NA,NA,NA
,902954,"Showing many accessories ,Furniture, etc. and features product lines for the comfort of your home living.",1.802243384,Topic 4.2.,NA,6.95E-05,0.152407916,6.95E-05,0.694423049,0.153030047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001411107,0.995766679,0.001411107,0.001411107,NA,NA,NA,NA
,902967,the markings on the mug,3.906284712,Topic 1.4.,NA,0.980699209,0.004825198,0.004825198,0.004825198,0.004825198,0.006190558,0.006190558,0.006190558,0.981428326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902968,Lots of stylish looks,3.785571182,Topic 2.1.,NA,0.000469798,0.99812081,0.000469798,0.000469798,0.000469798,NA,NA,NA,NA,0.974025439,0.012987281,0.012987281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902971,the colors on the mug,6,Topic 1.4.,NA,0.995857779,0.001035555,0.001035555,0.001035555,0.001035555,0.006190558,0.006190558,0.006190558,0.981428326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902972,Products for everyone everywhere,2.465712756,Topic 5.3.,NA,0.000411194,0.000411194,0.000411194,0.000411194,0.998355226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006740048,0.006740048,0.979779857,0.006740048
1,902973,none,4.400731837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902975,??,0.899896182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,902979,great message,6,Topic 5.1.,NA,0.189689082,0.000679681,0.000679681,0.000679681,0.808271875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.942443064,0.019185645,0.019185645,0.019185645
,902987,Decor,0.5,Topic 4.,NA,0.000227075,0.000227075,0.000227075,0.999091701,0.000227075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902991,HBC carries home decor products.,1.533702711,Topic 4.1.,Topic 5.3.,7.85E-05,7.85E-05,7.85E-05,0.78699134,0.2127733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994852708,0.001715764,0.001715764,0.001715764,0.002740347,0.002740347,0.991778958,0.002740347
1,902993,The Bay sells all the products necessary to make your home attractive and deliverable for today's lifestyle.,0.5,Topic 4.3.,Topic 3.1.,8.69E-05,8.69E-05,0.290770603,0.502229514,0.206826086,NA,NA,NA,NA,NA,NA,NA,0.990560592,0.003146469,0.003146469,0.003146469,0.001793194,0.001793194,0.994620419,0.001793194,0.002570837,0.002570837,0.311080322,0.683778004
,902997,They have lots of interesting things,0.5,Topic 2.2.,NA,0.000315947,0.998736211,0.000315947,0.000315947,0.000315947,NA,NA,NA,NA,0.046512486,0.906975028,0.046512486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,902999,Lots of Home Decor products,4.159216253,Topic 4.,NA,7.59E-05,0.103569929,7.59E-05,0.74067519,0.155603092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,903001,The Bay Branding Colors,2.923577738,Topic 3.1.,NA,0.183137149,0.000240904,0.816140139,0.000240904,0.000240904,NA,NA,NA,NA,NA,NA,NA,0.900502065,0.033165978,0.033165978,0.033165978,NA,NA,NA,NA,NA,NA,NA,NA
1,903006,The bay colors on striped items,3.581235628,Topic 3.1.,Topic 2.2.,0.142353235,0.290521781,0.566787186,0.0001689,0.0001689,NA,NA,NA,NA,0.046512486,0.906975028,0.046512486,0.972377094,0.009207635,0.009207635,0.009207635,NA,NA,NA,NA,NA,NA,NA,NA
,903011,They have home decorated,0.5,Topic 4.,NA,0.000102424,0.000102424,0.000102424,0.999590304,0.000102424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,903021,Colors ok f the mugs and blankets,0.878567749,Topic 1.4.,NA,0.996250428,0.000937393,0.000937393,0.000937393,0.000937393,0.003751493,0.003751493,0.003751493,0.988745521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,903027,Not sure,6,Topic 1.,NA,0.997025747,0.000743563,0.000743563,0.000743563,0.000743563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
